iter	Logloss
772	0.2038452819
773	0.2037783
774	0.203712094
775	0.2036365671
776	0.2035431201
777	0.2034756487
778	0.2034055915
779	0.203355818
780	0.203241807
781	0.2031455459
782	0.2030812683
783	0.2030104626
784	0.2029299152
785	0.2029018111
786	0.2028010325
787	0.2027110264
788	0.2026446007
789	0.2026031587
790	0.2025403582
791	0.2024872261
792	0.2024198907
793	0.2023407223
794	0.2022337811
795	0.2021790243
796	0.2021228083
797	0.2020221464
798	0.2019450068
799	0.20188029
800	0.2018270533
801	0.2017539755
802	0.2016773511
803	0.2015950472
804	0.2015066857
805	0.2014525562
806	0.2013906533
807	0.2013391476
808	0.2012085705
809	0.2011684169
810	0.2010858867
811	0.2010444473
812	0.2009796398
813	0.2009094937
814	0.2008369072
815	0.2007764363
816	0.2007463733
817	0.2007051425
818	0.2006140812
819	0.2005608781
820	0.2004864924
821	0.2004225031
822	0.2003644101
823	0.2003111952
824	0.2002216909
825	0.2001677255
826	0.2001148491
827	0.2000807974
828	0.2000145961
829	0.1999497313
830	0.1998936711
831	0.1998178771
832	0.1997229106
833	0.1996606497
834	0.1996164989
835	0.1995154375
836	0.1994817969
837	0.199403775
838	0.1992982244
839	0.199219257
840	0.1991421173
841	0.1990746991
842	0.1989717235
843	0.1989027777
844	0.1988471999
845	0.1987838872
846	0.1987557406
847	0.1986947125
848	0.1986455063
849	0.1985657962
850	0.1984876054
851	0.198421421
852	0.1983340906
853	0.1982534239
854	0.1981754109
855	0.1980977572
856	0.1980642169
857	0.1979739579
858	0.1979261223
859	0.197875775
860	0.1978303692
861	0.1977914422
862	0.1977105764
863	0.1976653999
864	0.1975929445
865	0.1975252806
866	0.1974737802
867	0.19739657
868	0.1973532693
869	0.1973041
870	0.19724982
871	0.1971402631
872	0.1970550352
873	0.1969844719
874	0.1969283199
875	0.1968853977
876	0.1968271896
877	0.196783359
878	0.1967339113
879	0.1966615436
880	0.1966273986
881	0.1965859275
882	0.1965275035
883	0.1964446118
884	0.1964107675
885	0.1963531118
886	0.1963052476
887	0.1962418517
888	0.1960933799
889	0.1960603529
890	0.1960197994
891	0.1959368135
892	0.195894611
893	0.1958509905
894	0.1958106517
895	0.1957512842
896	0.1957185796
897	0.1956606746
898	0.1955792268
899	0.1955170211
900	0.1954886161
901	0.1954070147
902	0.195343595
903	0.1953106478
904	0.1952646714
905	0.1951849418
906	0.1951286619
907	0.1950678822
908	0.1950071926
909	0.1949475197
910	0.1948954011
911	0.1948488734
912	0.1947812071
913	0.19472985
914	0.1946511334
915	0.1946000646
916	0.194542285
917	0.1944521364
918	0.1943786738
919	0.1943219934
920	0.1942658253
921	0.1942237857
922	0.1941237459
923	0.1940639187
924	0.1939561642
925	0.1938612943
926	0.193817436
927	0.1937143901
928	0.1936241474
929	0.1935790122
930	0.1935413145
931	0.1934909125
932	0.1934200776
933	0.193339272
934	0.1932263036
935	0.1931799224
936	0.1931436859
937	0.1930779955
938	0.1930420135
939	0.1930131634
940	0.1929790574
941	0.1928891163
942	0.192822072
943	0.1927399565
944	0.1926988456
945	0.1926341959
946	0.192530909
947	0.1924391154
948	0.1923740799
949	0.1923138558
950	0.1922522145
951	0.1921925789
952	0.1921494584
953	0.1921031201
954	0.192053315
955	0.1920138676
956	0.1919636204
957	0.1918891612
958	0.1918051369
959	0.1917497649
960	0.1916765866
961	0.1915905196
962	0.191519737
963	0.1914640717
964	0.191427829
965	0.1913874098
966	0.1913161833
967	0.1912558889
968	0.1911960817
969	0.1911414672
970	0.1910593254
971	0.1909653394
972	0.1909165863
973	0.1908604159
974	0.1908073814
975	0.1907432839
976	0.1906786939
977	0.1906176699
978	0.1905723107
979	0.1904969048
980	0.1904545092
981	0.1904223577
982	0.1904036991
983	0.1903370383
984	0.1902796559
985	0.190209205
986	0.1901449247
987	0.1900727182
988	0.1900084918
989	0.1899518228
990	0.1898633244
991	0.189793817
992	0.189744541
993	0.1896789879
994	0.1896316739
995	0.1895805056
996	0.1895199822
997	0.1894504964
998	0.1893943311
999	0.1893412082
